"","LAKE_NAME","SURVEY_DATE","DOWLKNUM","N"
"662","Big Swan","06/15/2004",77002300,78
"663","Little Birch","06/28/2004",77008900,70
"664","Little Birch","06/24/2004",77008900,163
"665","Osakis","05/31/2006",77021500,317
"666","Osakis","05/24/2006",77021500,379
"667","Osakis","06/05/2006",77021500,38
"668","Osakis","06/07/2006",77021500,128
"669","Osakis","05/23/2006",77021500,235
"670","Osakis","06/01/2006",77021500,347
"671","Osakis","06/06/2006",77021500,14
"672","Osakis","05/26/2006",77021500,258
"673","Lower Twin","06/22/2005",80003000,206
"674","Blueberry","06/15/2005",80003400,150
"675","Blueberry","06/16/2005",80003400,230
"676","St. Olaf","07/15/2014",81000300,337
"677","St. James","06/19/2018",83004300,131
"678","Pulaski","08/27/2001",86005300,65
"679","Little Waverly","08/18/2009",86010600,57
"680","Little Waverly","08/17/2009",86010600,79
"681","Waverly","06/03/2004",86011400,227
"682","Waverly","08/17/2009",86011400,158
"683","Maple","07/14/2015",86013401,197
"684","Maple","07/15/2015",86013401,195
"685","Maple","07/22/2015",86013401,28
"686","Little Mary","06/27/2005",86013900,202
"687","Little Mary","06/06/2006",86013900,202
"688","Bass","06/21/2005",86023400,109
"689","Bass","06/20/2005",86023400,72
"690","Moose","07/06/2015",86027100,220
